index,chrom,type_prot,start_chrom,end_chrom,gene_name,gene_biotype,gene_id,transcript_name,transcript_id,tss_id
5915,2L,UTR,1198465,1198598,CG5139,protein_coding,FBgn0031323,CG5139-RA,FBtr0077977,TSS5081
5922,2L,UTR,1199412,1199449,CG43348,protein_coding,FBgn0263080,CG43348-RA,FBtr0307096,TSS19107
5936,2L,UTR,1200205,1200239,CG43349,protein_coding,FBgn0263081,CG43349-RA,FBtr0307097,TSS16638
5950,2L,UTR,1200671,1200859,CG5011,protein_coding,FBgn0040723,CG5011-RB,FBtr0335382,TSS7298
5964,2L,UTR,1204215,1204315,CG14342,protein_coding,FBgn0031324,CG14342-RB,FBtr0114498,TSS5360
5977,2L,exon,1214649,1215293,CR45346,lincRNA,FBgn0266885,CR45346-RA,FBtr0345742,TSS19110
5979,2L,exon,1216854,1217384,CR43263,lincRNA,FBgn0262944,CR43263-RA,FBtr0306546,TSS7790
5982,2L,UTR,1219293,1219362,CG42329,protein_coding,FBgn0259229,CG42329-RA,FBtr0299796,TSS6585
6003,2L,UTR,1240036,1240067,CG5397,protein_coding,FBgn0031327,CG5397-RB,FBtr0335383,TSS14453
6021,2L,UTR,1256417,1256890,robo3,protein_coding,FBgn0041097,robo3-RB,FBtr0335384,TSS8955
6079,2L,UTR,1329161,1329177,a5,protein_coding,FBgn0011294,a5-RA,FBtr0077922,TSS22343
6088,2L,UTR,1334128,1334268,CG5440,protein_coding,FBgn0031331,CG5440-RB,FBtr0305552,TSS9870
6106,2L,exon,1341365,1341520,CG33923,protein_coding,FBgn0053923,CG33923-RB,FBtr0343846,TSS7180
6117,2L,exon,1343443,1343598,CG33922,protein_coding,FBgn0053922,CG33922-RA,FBtr0091926,TSS20864
6128,2L,UTR,1344400,1344515,Cdlc2,protein_coding,FBgn0026141,Cdlc2-RC,FBtr0305553,TSS20840
6153,2L,exon,1345501,1345840,CR45005,lincRNA,FBgn0266357,CR45005-RA,FBtr0344105,TSS7894
6155,2L,exon,1345965,1346331,CR45006,lincRNA,FBgn0266358,CR45006-RA,FBtr0344104,TSS9257
6157,2L,UTR,1351728,1351859,CG5556,protein_coding,FBgn0031332,CG5556-RA,FBtr0077948,TSS14887
6175,2L,UTR,1352970,1353038,CG5561,protein_coding,FBgn0031333,CG5561-RA,FBtr0077947,TSS8070
6184,2L,UTR,1354101,1354180,CG31924,protein_coding,FBgn0051924,CG31924-RB,FBtr0077946,TSS961
6191,2L,UTR,1354911,1354973,CG5565,protein_coding,FBgn0031335,CG5565-RA,FBtr0077944,TSS20603
6200,2L,UTR,1358925,1358970,CG31659,protein_coding,FBgn0051659,CG31659-RB,FBtr0301010,TSS4588
6228,2L,UTR,1359837,1360146,NLaz,protein_coding,FBgn0053126,NLaz-RC,FBtr0343844,TSS17794
6279,2L,UTR,1367996,1368241,CG14346,protein_coding,FBgn0031337,CG14346-RC,FBtr0343838,TSS9691
6314,2L,exon,1380083,1381326,CR44898,lincRNA,FBgn0266203,CR44898-RA,FBtr0343843,TSS12866
6316,2L,UTR,1380086,1381443,lea,protein_coding,FBgn0002543,lea-RB,FBtr0329985,TSS13969
6322,2L,exon,1381211,1382796,CR44897,lincRNA,FBgn0266202,CR44897-RA,FBtr0343840,TSS11339
6384,2L,UTR,1428474,1428667,CG43401,protein_coding,FBgn0263320,CG43401-RA,FBtr0308744,TSS4723
6398,2L,exon,1432711,1432921,snRNA:U3:22A,snRNA,FBgn0003926,snRNA:U3:22A-RA,FBtr0077928,TSS1418
6400,2L,UTR,1442627,1442786,CG43402,protein_coding,FBgn0263321,CG43402-RB,FBtr0343842,TSS14765
6414,2L,UTR,1492295,1492313,CG31928,protein_coding,FBgn0051928,CG31928-RA,FBtr0077929,TSS10787
6428,2L,UTR,1494070,1494145,CG33128,protein_coding,FBgn0053128,CG33128-RA,FBtr0077930,TSS9871
6435,2L,UTR,1495460,1495746,CG31926,protein_coding,FBgn0051926,CG31926-RB,FBtr0334818,TSS12674
6449,2L,UTR,1497243,1497253,CG31661,protein_coding,FBgn0051661,CG31661-RA,FBtr0077932,TSS18219
6456,2L,UTR,1498455,1498665,CG18131,protein_coding,FBgn0031343,CG18131-RB,FBtr0077937,TSS13851
6530,2L,UTR,1500784,1500913,CG7420,protein_coding,FBgn0031344,CG7420-RB,FBtr0334820,TSS8536
6533,2L,exon,1500830,1501054,CR44064,lincRNA,FBgn0264873,CR44064-RA,FBtr0334819,TSS18064
6560,2L,UTR,1516795,1516859,CG18132,protein_coding,FBgn0031345,CG18132-RA,FBtr0077919,TSS1967
6567,2L,UTR,1517533,1517731,halo,protein_coding,FBgn0001174,halo-RB,FBtr0114554,TSS17147
6574,2L,UTR,1520034,1520118,CG44072,protein_coding,FBgn0264881,CG44072-RA,FBtr0334844,TSS3440
6581,2L,UTR,1520491,1520612,Or22a,protein_coding,FBgn0026398,Or22a-RA,FBtr0077873,TSS5540
6594,2L,UTR,1522697,1522702,Or22b,protein_coding,FBgn0026397,Or22b-RA,FBtr0077874,TSS6610
6607,2L,UTR,1555129,1555205,haf,protein_coding,FBgn0261509,haf-RF,FBtr0344146,TSS14704
6632,2L,UTR,1584866,1584989,CG10869,protein_coding,FBgn0031347,CG10869-RA,FBtr0077917,TSS17789
6641,2L,UTR,1594822,1595042,CG31935,protein_coding,FBgn0051935,CG31935-RA,FBtr0077916,TSS781
6754,2L,UTR,1611410,1611507,CG14352,protein_coding,FBgn0031351,CG14352-RA,FBtr0077876,TSS6780
6763,2L,UTR,1612429,1612769,RFeSP,protein_coding,FBgn0021906,RFeSP-RD,FBtr0334842,TSS13362
6796,2L,exon,1618637,1619970,CR44603,lincRNA,FBgn0265814,CR44603-RA,FBtr0342645,TSS1387
6802,2L,exon,1646932,1647163,CR45695,lincRNA,FBgn0267259,CR45695-RA,FBtr0346473,TSS15506
6804,2L,UTR,1651258,1651411,chinmo,protein_coding,FBgn0086758,chinmo-RD,FBtr0077877,TSS18044
6920,2L,UTR,1704902,1705111,cpb,protein_coding,FBgn0011570,cpb-RA,FBtr0077881,TSS19826
6938,2L,UTR,1707132,1707771,CG17660,protein_coding,FBgn0031356,CG17660-RA,FBtr0077912,TSS809
6947,2L,exon,1708452,1708739,CR44976,lincRNA,FBgn0266311,CR44976-RA,FBtr0344040,TSS2204
6966,2L,UTR,1710462,1710525,mRpL48,protein_coding,FBgn0031357,mRpL48-RB,FBtr0333542,TSS2307
6988,2L,UTR,1711302,1711751,frtz,protein_coding,FBgn0086698,frtz-RA,FBtr0077911,TSS5276
7045,2L,UTR,1716244,1717102,Rim2,protein_coding,FBgn0031359,Rim2-RC,FBtr0305618,TSS17981
7102,2L,UTR,1724768,1725340,Eno,protein_coding,FBgn0000579,Eno-RE,FBtr0077906,TSS18020
7168,2L,UTR,1728732,1728828,Rrp40,protein_coding,FBgn0260648,Rrp40-RB,FBtr0345430,TSS21731
7186,2L,UTR,1729887,1729983,CG31937,protein_coding,FBgn0031360,CG31937-RA,FBtr0077884,TSS12289
7193,2L,UTR,1731033,1731402,CG17652,protein_coding,FBgn0031361,CG17652-RB,FBtr0333543,TSS4354
7215,2L,UTR,1732524,1732654,CG17646,protein_coding,FBgn0264494,CG17646-RB,FBtr0077885,TSS10367
7273,2L,UTR,1750687,1750870,CG17712,protein_coding,FBgn0027597,CG17712-RA,FBtr0077903,TSS12708
7280,2L,UTR,1752308,1752382,CG17648,protein_coding,FBgn0031364,CG17648-RA,FBtr0077887,TSS22577
7287,2L,exon,1755253,1755405,Gr22f,protein_coding,FBgn0041249,Gr22f-RA,FBtr0077902,TSS15609
7294,2L,UTR,1758286,1758400,CG17650,protein_coding,FBgn0031365,CG17650-RA,FBtr0077901,TSS13010
7303,2L,CDS,1784062,1785078,Gr22e,protein_coding,FBgn0045497,Gr22e-RA,FBtr0077888,TSS7331
7310,2L,exon,1789141,1789293,Gr22d,protein_coding,FBgn0045498,Gr22d-RB,FBtr0310114,TSS19216
7317,2L,exon,1790617,1790769,Gr22c,protein_coding,FBgn0265138,Gr22c-RA,FBtr0077899,TSS3086
7324,2L,exon,1792057,1792209,Gr22b,protein_coding,FBgn0045500,Gr22b-RA,FBtr0100188,TSS22748
7331,2L,exon,1793668,1793831,Gr22a,protein_coding,FBgn0045501,Gr22a-RA,FBtr0077897,TSS4221
7338,2L,UTR,1821256,1821269,CG31933,protein_coding,FBgn0051933,CG31933-RA,FBtr0077896,TSS7562
7345,2L,UTR,1824172,1824403,CG31664,protein_coding,FBgn0051664,CG31664-RC,FBtr0334829,TSS12908
7375,2L,UTR,1831627,1831791,c-cup,protein_coding,FBgn0031367,c-cup-RA,FBtr0077894,TSS14397
7378,2L,exon,1831685,1831799,mir-2280,pre_miRNA,FBgn0262275,mir-2280-RM,FBtr0304391,TSS5116
7390,2L,UTR,1836538,1836652,wry,protein_coding,FBgn0051665,wry-RB,FBtr0089786,TSS7840
7403,2L,exon,1839494,1839896,CR44073,lincRNA,FBgn0264882,CR44073-RA,FBtr0334828,TSS4500
7405,2L,exon,1840070,1840530,CR44074,lincRNA,FBgn0264883,CR44074-RA,FBtr0334827,TSS9111
7486,2L,UTR,1858609,1858827,CG31663,protein_coding,FBgn0051663,CG31663-RA,FBtr0077893,TSS22873
7547,2L,UTR,1869803,1869911,CG7295,protein_coding,FBgn0031372,CG7295-RA,FBtr0077891,TSS8712
7561,2L,exon,1872693,1873511,CR44075,lincRNA,FBgn0264884,CR44075-RA,FBtr0334825,TSS4368
7589,2L,UTR,1882008,1882414,CG15358,protein_coding,FBgn0031373,CG15358-RC,FBtr0347156,TSS2083
7603,2L,UTR,1884622,1885318,CG7337,protein_coding,FBgn0031374,CG7337-RE,FBtr0113012,TSS5316
7793,2L,exon,1938089,1938159,tRNA:G3:22BCa,tRNA,FBgn0011859,tRNA:G3:22BCa-RA,FBtr0077872,TSS15453
7941,2L,UTR,1945150,1945304,CG15357,protein_coding,FBgn0040719,CG15357-RB,FBtr0333008,TSS17317
7955,2L,UTR,1945815,1945839,CG33673,protein_coding,FBgn0053673,CG33673-RB,FBtr0307516,TSS8
7966,2L,UTR,1950239,1950794,erm,protein_coding,FBgn0031375,erm-RD,FBtr0330202,TSS17335
8000,2L,exon,1965426,1965498,tRNA:CR31942,tRNA,FBgn0051942,tRNA:CR31942-RA,FBtr0077812,TSS16326
8004,2L,UTR,1973957,1974235,Der-1,protein_coding,FBgn0031376,Der-1-RB,FBtr0334758,TSS201
8030,2L,UTR,1975463,1976541,CG15356,protein_coding,FBgn0031377,CG15356-RA,FBtr0077869,TSS191
8045,2L,UTR,1981176,1981309,CG15362,protein_coding,FBgn0031378,CG15362-RA,FBtr0077814,TSS17786
8056,2L,UTR,1982217,1982311,CG7289,protein_coding,FBgn0031379,CG7289-RA,FBtr0077815,TSS10544
8069,2L,UTR,1984512,1984705,Got2,protein_coding,FBgn0001125,Got2-RA,FBtr0077867,TSS20081
8099,2L,UTR,1988290,1988388,Npc2a,protein_coding,FBgn0031381,Npc2a-RA,FBtr0077816,TSS12368
8106,2L,exon,1989450,1989841,CR42874,lincRNA,FBgn0262148,CR42874-RA,FBtr0304139,TSS683
8109,2L,UTR,1991381,1991745,Obp22a,protein_coding,FBgn0043539,Obp22a-RC,FBtr0334760,TSS18381
8127,2L,UTR,1997102,1997773,CG33543,protein_coding,FBgn0053543,CG33543-RD,FBtr0309285,TSS18227
8134,2L,exon,2000058,2000351,CR43464,lincRNA,FBgn0263441,CR43464-RA,FBtr0309284,TSS13537
8152,2L,UTR,2006763,2006903,CG15353,protein_coding,FBgn0040718,CG15353-RA,FBtr0077863,TSS416
8155,2L,exon,2006867,2007688,CR45712,lincRNA,FBgn0267276,CR45712-RA,FBtr0346492,TSS16221
8163,2L,UTR,2008414,2008529,Nplp4,protein_coding,FBgn0040717,Nplp4-RB,FBtr0334759,TSS17777
8181,2L,exon,2009155,2009226,tRNA:CR31943,tRNA,FBgn0051943,tRNA:CR31943-RA,FBtr0077818,TSS274
8183,2L,exon,2009538,2009609,tRNA:CR31944,tRNA,FBgn0051944,tRNA:CR31944-RA,FBtr0077819,TSS924
8185,2L,UTR,2009859,2010117,CG4238,protein_coding,FBgn0031384,CG4238-RH,FBtr0330672,TSS3291
8195,2L,exon,2010646,2010717,tRNA:CR31939,tRNA,FBgn0051939,tRNA:CR31939-RA,FBtr0077862,TSS12232
8197,2L,exon,2010869,2010940,tRNA:CR31940,tRNA,FBgn0051940,tRNA:CR31940-RA,FBtr0077861,TSS6738
8202,2L,exon,2013179,2013250,tRNA:CR31669,tRNA,FBgn0051669,tRNA:CR31669-RA,FBtr0077860,TSS16114
8354,2L,exon,2031692,2031762,tRNA:G3:22BCb,tRNA,FBgn0011860,tRNA:G3:22BCb-RA,FBtr0077821,TSS4127
8356,2L,UTR,2032519,2032634,CG42296,protein_coding,FBgn0259192,CG42296-RA,FBtr0299676,TSS18019
8365,2L,UTR,2036409,2036455,lectin-22C,protein_coding,FBgn0259230,lectin-22C-RB,FBtr0299675,TSS15682
8372,2L,UTR,2037714,2038008,Su(dx),protein_coding,FBgn0003557,Su(dx)-RF,FBtr0339529,TSS2217
8467,2L,exon,2044517,2045381,CR45298,lincRNA,FBgn0266836,CR45298-RA,FBtr0345564,TSS1015
8469,2L,UTR,2045494,2045609,Kebab,protein_coding,FBgn0028952,Kebab-RA,FBtr0077825,TSS21877
8497,2L,CDS,2054589,2055112,Or22c,protein_coding,FBgn0026396,Or22c-RA,FBtr0077826,TSS20251
8512,2L,UTR,2058790,2059852,dpr3,protein_coding,FBgn0053516,dpr3-RD,FBtr0334783,TSS18501
8557,2L,UTR,2079919,2080076,CG12674,protein_coding,FBgn0031388,CG12674-RA,FBtr0077827,TSS10387
8579,2L,exon,2082031,2082347,CR44808,lincRNA,FBgn0266043,CR44808-RA,FBtr0343304,TSS20539
8581,2L,exon,2083362,2084225,CR44055,lincRNA,FBgn0264864,CR44055-RA,FBtr0334780,TSS16146
8602,2L,UTR,2127309,2128332,CG4259,protein_coding,FBgn0031389,CG4259-RB,FBtr0334781,TSS14141
8620,2L,UTR,2130813,2131011,GlyP,protein_coding,FBgn0004507,GlyP-RA,FBtr0077828,TSS9847
8646,2L,UTR,2137350,2137668,tho2,protein_coding,FBgn0031390,tho2-RA,FBtr0077853,TSS125
8751,2L,UTR,2145297,2145899,CG11723,protein_coding,FBgn0031391,CG11723-RB,FBtr0334813,TSS4682
8769,2L,UTR,2147518,2147646,CG7261,protein_coding,FBgn0027509,CG7261-RA,FBtr0077829,TSS18049
8784,2L,UTR,2151754,2152034,AIF,protein_coding,FBgn0031392,AIF-RC,FBtr0330657,TSS11176
8841,2L,UTR,2155753,2155782,CG15382,protein_coding,FBgn0031393,CG15382-RA,FBtr0077832,TSS547
8848,2L,UTR,2156484,2158164,aop,protein_coding,FBgn0000097,aop-RB,FBtr0077850,TSS17019
8915,2L,exon,2181962,2184233,CR43751,lincRNA,FBgn0265017,CR43751-RB,FBtr0334810,TSS7057
8918,2L,exon,2186975,2187970,CR44066,lincRNA,FBgn0264875,CR44066-RA,FBtr0334812,TSS19728
8920,2L,exon,2187007,2187079,tRNA:CR31946,tRNA,FBgn0051946,tRNA:CR31946-RA,FBtr0077834,TSS6133
8922,2L,exon,2188620,2189154,CR45290,lincRNA,FBgn0266828,CR45290-RA,FBtr0345556,TSS3697
8925,2L,UTR,2189914,2190422,CG10874,protein_coding,FBgn0031395,CG10874-RD,FBtr0330664,TSS22595
8937,2L,exon,2190191,2191272,CR44065,lincRNA,FBgn0264874,CR44065-RA,FBtr0334811,TSS12180
8979,2L,UTR,2192525,2192571,CG34172,protein_coding,FBgn0085201,CG34172-RD,FBtr0331650,TSS8742
9023,2L,UTR,2203721,2203772,CG31668,protein_coding,FBgn0051668,CG31668-RC,FBtr0307523,TSS4385
9046,2L,UTR,2206525,2206655,CG33124,protein_coding,FBgn0053124,CG33124-RD,FBtr0307522,TSS16235
9069,2L,UTR,2209574,2210248,CG15385,protein_coding,FBgn0031397,CG15385-RA,FBtr0077845,TSS9671
9099,2L,UTR,2212738,2212969,Uch,protein_coding,FBgn0010288,Uch-RC,FBtr0330676,TSS14244
9138,2L,UTR,2214266,2214311,CG34174,protein_coding,FBgn0085203,CG34174-RA,FBtr0112365,TSS23036
9145,2L,UTR,2214972,2215330,CG10880,protein_coding,FBgn0031398,CG10880-RA,FBtr0077843,TSS4837
9167,2L,UTR,2216503,2216574,CG15386,protein_coding,FBgn0040715,CG15386-RA,FBtr0077842,TSS17086
9168,2L,UTR,2216503,2216825,CG42371,protein_coding,FBgn0259717,CG42371-RA,FBtr0299970,TSS17086
9185,2L,UTR,2217290,2217426,mio,protein_coding,FBgn0031399,mio-RA,FBtr0077835,TSS4939
9204,2L,UTR,2220748,2220951,papi,protein_coding,FBgn0031401,papi-RA,FBtr0077836,TSS283
9264,2L,UTR,2225545,2225797,CG15387,protein_coding,FBgn0031403,CG15387-RB,FBtr0113015,TSS19897
9273,2L,UTR,2226342,2227068,sau,protein_coding,FBgn0267378,sau-RD,FBtr0100673,TSS20697
9282,2L,exon,2226753,2227305,CR44114,lincRNA,FBgn0264945,CR44114-RA,FBtr0335164,TSS17236
9321,2L,UTR,2231106,2232047,Sec24CD,protein_coding,FBgn0262126,Sec24CD-RB,FBtr0329964,TSS13706
9372,2L,exon,2236347,2237022,CR44115,lincRNA,FBgn0264946,CR44115-RA,FBtr0335158,TSS18605
9380,2L,UTR,2237076,2237131,Tengl3,protein_coding,FBgn0051679,Tengl3-RA,FBtr0077809,TSS10921
9389,2L,UTR,2238304,2238345,Tengl2,protein_coding,FBgn0052463,Tengl2-RA,FBtr0077808,TSS14699
9398,2L,UTR,2239414,2239470,Tengl1,protein_coding,FBgn0051682,Tengl1-RA,FBtr0077807,TSS20879
9407,2L,UTR,2242378,2242521,CG4267,protein_coding,FBgn0264979,CG4267-RB,FBtr0335159,TSS19992
9429,2L,exon,2245230,2245494,CR42859,lincRNA,FBgn0262106,CR42859-RA,FBtr0304029,TSS21383
9438,2L,UTR,2250431,2250532,Ser12,protein_coding,FBgn0011832,Ser12-RA,FBtr0077806,TSS14974
9445,2L,UTR,2251510,2251583,CG17239,protein_coding,FBgn0042186,CG17239-RB,FBtr0335163,TSS16342
9459,2L,UTR,2253045,2253078,CG17234,protein_coding,FBgn0042187,CG17234-RA,FBtr0077753,TSS14924
9466,2L,UTR,2254176,2254272,Send1,protein_coding,FBgn0031406,Send1-RA,FBtr0077804,TSS2768
9473,2L,exon,2257635,2258000,CR44787,lincRNA,FBgn0266022,CR44787-RA,FBtr0343233,TSS8185
9475,2L,exon,2259396,2259730,CR44788,lincRNA,FBgn0266023,CR44788-RA,FBtr0343232,TSS20934
9477,2L,UTR,2263442,2263557,CG4270,protein_coding,FBgn0031407,CG4270-RB,FBtr0077755,TSS14256
9497,2L,UTR,2264231,2264266,CG34049,protein_coding,FBgn0054049,CG34049-RB,FBtr0302372,TSS13701
9508,2L,UTR,2268106,2268355,CG17242,protein_coding,FBgn0250841,CG17242-RB,FBtr0335162,TSS22792
9522,2L,exon,2271319,2272500,CR43753,lincRNA,FBgn0264084,CR43753-RC,FBtr0330690,TSS5349
9531,2L,exon,2283705,2284325,CR43754,lincRNA,FBgn0264085,CR43754-RB,FBtr0335161,TSS7822
9537,2L,UTR,2285163,2285173,CG4271,protein_coding,FBgn0031409,CG4271-RA,FBtr0077756,TSS2267
9544,2L,UTR,2285925,2286049,CG31681,protein_coding,FBgn0051681,CG31681-RA,FBtr0077802,TSS18544
9551,2L,UTR,2287025,2287378,CG42658,protein_coding,FBgn0261523,CG42658-RA,FBtr0302458,TSS8396
9562,2L,UTR,2288503,2288628,CG17237,protein_coding,FBgn0031410,CG17237-RA,FBtr0077801,TSS7100
9569,2L,UTR,2290224,2290328,robl22E,protein_coding,FBgn0028570,robl22E-RA,FBtr0077800,TSS22910
9585,2L,UTR,2300103,2300180,CG31949,protein_coding,FBgn0051949,CG31949-RA,FBtr0077757,TSS18472
9601,2L,UTR,2307948,2308026,CG16995,protein_coding,FBgn0031412,CG16995-RA,FBtr0077758,TSS4843
9614,2L,UTR,2308761,2308882,CG9967,protein_coding,FBgn0031413,CG9967-RC,FBtr0333226,TSS1484
9653,2L,UTR,2311680,2312179,eys,protein_coding,FBgn0031414,eys-RF,FBtr0344663,TSS4531
9733,2L,UTR,2359142,2360393,Rab5,protein_coding,FBgn0014010,Rab5-RE,FBtr0077797,TSS13991
9886,2L,UTR,2365345,2365390,Axud1,protein_coding,FBgn0261647,Axud1-RB,FBtr0077763,TSS3807
9930,2L,UTR,2370152,2370268,CG3597,protein_coding,FBgn0031417,CG3597-RB,FBtr0330667,TSS10519
9952,2L,UTR,2372455,2372509,CG3609,protein_coding,FBgn0031418,CG3609-RC,FBtr0331441,TSS18467
9995,2L,UTR,2374713,2374755,CG15390,protein_coding,FBgn0031419,CG15390-RA,FBtr0077764,TSS7881
10002,2L,exon,2374955,2375292,CR44982,lincRNA,FBgn0266317,CR44982-RA,FBtr0344047,TSS19016
10007,2L,UTR,2375841,2376143,Atxn7,protein_coding,FBgn0031420,Atxn7-RA,FBtr0077765,TSS8692
10051,2L,UTR,2381097,2381125,Eogt,protein_coding,FBgn0264672,Eogt-RB,FBtr0330685,TSS9357
10075,2L,UTR,2383202,2383298,CG9870,protein_coding,FBgn0031422,CG9870-RA,FBtr0077768,TSS4057
10084,2L,UTR,2384761,2384831,CG3557,protein_coding,FBgn0031423,CG3557-RC,FBtr0331440,TSS5838
10111,2L,UTR,2389578,2389855,CG43750,protein_coding,FBgn0264081,CG43750-RB,FBtr0335464,TSS19491
10125,2L,UTR,2391660,2392117,VGlut,protein_coding,FBgn0031424,VGlut-RC,FBtr0331202,TSS10034
10194,2L,UTR,2410624,2410883,CG18641,protein_coding,FBgn0031426,CG18641-RC,FBtr0307079,TSS7747
10207,2L,UTR,2415359,2415502,CG31948,protein_coding,FBgn0051948,CG31948-RB,FBtr0077787,TSS22813
10223,2L,UTR,2416792,2416808,CG34448,protein_coding,FBgn0085477,CG34448-RA,FBtr0112752,TSS12870
10233,2L,UTR,2418422,2418474,CG34447,protein_coding,FBgn0085476,CG34447-RA,FBtr0112751,TSS3127
10255,2L,UTR,2420830,2420895,CG9886,protein_coding,FBgn0031428,CG9886-RB,FBtr0335462,TSS17874
10273,2L,UTR,2424797,2424840,CG44139,protein_coding,FBgn0264988,CG44139-RA,FBtr0335463,TSS22530
10280,2L,exon,2427050,2427881,CR44912,lincRNA,FBgn0266217,CR44912-RA,FBtr0343862,TSS10011
10282,2L,UTR,2428372,2429050,dpp,protein_coding,FBgn0000490,dpp-RA,FBtr0077771,TSS9048
10326,2L,exon,2459924,2459959,tRNA:Y1:22Fb,tRNA,FBgn0012017,tRNA:Y1:22Fb-RA,FBtr0089299,TSS4218
10329,2L,exon,2462593,2462629,tRNA:Y1:22Fa,tRNA,FBgn0012016,tRNA:Y1:22Fa-RA,FBtr0089298,TSS12352
10332,2L,exon,2471644,2472978,CR45286,lincRNA,FBgn0266824,CR45286-RA,FBtr0345551,TSS21264
10334,2L,UTR,2488197,2490345,Slh,protein_coding,FBgn0264978,Slh-RG,FBtr0335169,TSS20649
10364,2L,UTR,2492955,2493029,oaf,protein_coding,FBgn0011818,oaf-RD,FBtr0077780,TSS19427
10416,2L,exon,2507312,2507596,CR44607,lincRNA,FBgn0265818,CR44607-RA,FBtr0342650,TSS18799
10418,2L,UTR,2517102,2517195,CG3528,protein_coding,FBgn0031430,CG3528-RA,FBtr0077781,TSS9988
10423,2L,exon,2517290,2517595,CR46069,lincRNA,FBgn0267738,CR46069-RA,FBtr0347298,TSS20873
10430,2L,exon,2532999,2533569,CR44112,lincRNA,FBgn0264943,CR44112-RA,FBtr0335168,TSS21867
10432,2L,UTR,2551145,2551396,CG3515,protein_coding,FBgn0031431,CG3515-RA,FBtr0077750,TSS18960
10441,2L,exon,2555750,2556089,CR44113,lincRNA,FBgn0264944,CR44113-RA,FBtr0335165,TSS16848
10443,2L,UTR,2562483,2562904,Cyp309a1,protein_coding,FBgn0031432,Cyp309a1-RC,FBtr0335167,TSS1835
10477,2L,UTR,2564886,2565084,Cyp309a2,protein_coding,FBgn0041337,Cyp309a2-RA,FBtr0077748,TSS21276
10494,2L,UTR,2573436,2573482,Rad1,protein_coding,FBgn0026778,Rad1-RA,FBtr0077747,TSS17744
10495,2L,UTR,2573436,2574202,CG34314,protein_coding,FBgn0085343,CG34314-RA,FBtr0112512,TSS17744
10516,2L,UTR,2575280,2575450,insv,protein_coding,FBgn0031434,insv-RA,FBtr0077746,TSS13634
10534,2L,UTR,2577687,2577862,Elba2,protein_coding,FBgn0031435,Elba2-RA,FBtr0077693,TSS18759
10541,2L,UTR,2579201,2579355,CG3214,protein_coding,FBgn0031436,CG3214-RB,FBtr0273393,TSS840
10584,2L,UTR,2580292,2580368,Arpc5,protein_coding,FBgn0031437,Arpc5-RA,FBtr0077694,TSS16372
10602,2L,UTR,2581281,2581781,Drp1,protein_coding,FBgn0026479,Drp1-RB,FBtr0335173,TSS6339
10644,2L,UTR,2591869,2592009,CG15394,protein_coding,FBgn0250835,CG15394-RD,FBtr0335172,TSS1377
10664,2L,exon,2598608,2599105,CR44790,lincRNA,FBgn0266025,CR44790-RA,FBtr0343235,TSS7442
10667,2L,exon,2601033,2601721,CR44789,lincRNA,FBgn0266024,CR44789-RA,FBtr0343234,TSS13912
10669,2L,UTR,2609994,2610166,CG15395,protein_coding,FBgn0031440,CG15395-RB,FBtr0114513,TSS202
10678,2L,UTR,2620187,2620432,CG43403,protein_coding,FBgn0263322,CG43403-RA,FBtr0308746,TSS22654
10685,2L,exon,2625456,2627855,CR45705,lincRNA,FBgn0267269,CR45705-RA,FBtr0346486,TSS10247
10687,2L,exon,2646030,2646281,CR43852,lincRNA,FBgn0264434,CR43852-RA,FBtr0332511,TSS11035
10689,2L,UTR,2646577,2646685,CG9962,protein_coding,FBgn0031441,CG9962-RA,FBtr0077743,TSS11855
10696,2L,UTR,2647886,2647923,CG43851,protein_coding,FBgn0264433,CG43851-RA,FBtr0332512,TSS8383
10702,2L,UTR,2648360,2648439,CG33125,protein_coding,FBgn0053125,CG33125-RB,FBtr0302456,TSS20785
10722,2L,UTR,2653046,2653146,Prosbeta4R1,protein_coding,FBgn0031442,Prosbeta4R1-RA,FBtr0077697,TSS15240
10731,2L,UTR,2654049,2654142,Or23a,protein_coding,FBgn0026395,Or23a-RA,FBtr0077698,TSS9080
10740,2L,UTR,2655394,2655459,Prosbeta4R2,protein_coding,FBgn0031443,Prosbeta4R2-RB,FBtr0332513,TSS7435
10758,2L,UTR,2665062,2665142,CG9879,protein_coding,FBgn0031444,CG9879-RA,FBtr0077700,TSS14859
10767,2L,CDS,2669823,2670692,Gr23a,protein_coding,FBgn0041248,Gr23a-RC,FBtr0273435,TSS13312
10787,2L,UTR,2677734,2678057,CG31690,protein_coding,FBgn0051690,CG31690-RE,FBtr0301682,TSS8279
10794,2L,UTR,2695330,2695375,CG15398,protein_coding,FBgn0031446,CG15398-RB,FBtr0300986,TSS4007
10819,2L,UTR,2725674,2725729,CG31689,protein_coding,FBgn0031449,CG31689-RH,FBtr0334161,TSS4271
10905,2L,exon,2737568,2737589,mir-4914,pre_miRNA,FBgn0263564,mir-4914-RA,FBtr0309710,TSS14478
11037,2L,UTR,2739986,2740034,Hrs,protein_coding,FBgn0031450,Hrs-RC,FBtr0089751,TSS4012
11080,2L,UTR,2743375,2743457,CG9961,protein_coding,FBgn0031451,CG9961-RA,FBtr0077740,TSS23195
11102,2L,UTR,2745098,2745198,Cwc25,protein_coding,FBgn0031452,Cwc25-RA,FBtr0077712,TSS10058
